lucro,staff,pr_Sun,hr_x_Sun,hr_j_Sun,pr_Mon,hr_x_Mon,hr_j_Mon,pr_Tue,hr_x_Tue,hr_j_Tue,pr_Wed,hr_x_Wed,hr_j_Wed,pr_Thu,hr_x_Thu,hr_j_Thu,pr_Fri,hr_x_Fri,hr_j_Fri,pr_Sat,hr_x_Sat,hr_j_Sat
68985.0,58.0,0.1043,5,4,0.0652,5,2,0.0526,6,1,0.0347,6,1,0.072,1,7,0.0348,7,1,0.0347,11,1
67865.0,57.0,0.1074,5,4,0.0661,5,2,0.0367,6,0,0.0352,6,1,0.072,1,7,0.0347,7,1,0.0347,11,1
67865.0,57.0,0.1074,5,4,0.0661,5,2,0.0367,6,0,0.0347,6,1,0.072,1,7,0.0347,7,1,0.0347,11,1
66885.0,56.0,0.1074,5,5,0.0351,5,1,0.053,6,1,0.0347,6,1,0.0718,1,7,0.0347,8,0,0.0349,9,1
66640.0,55.0,0.1077,5,6,0.035,6,0,0.0366,6,0,0.0347,7,0,0.0718,1,7,0.0347,8,0,0.0349,9,0
65485.0,54.0,0.1076,5,5,0.035,6,0,0.0366,6,0,0.0347,7,0,0.0719,1,7,0.0347,8,0,0.0349,9,0
65485.0,54.0,0.1077,5,5,0.035,6,0,0.0366,6,0,0.0347,7,0,0.0719,1,7,0.0347,8,0,0.0349,9,0
64400.0,53.0,0.106,5,4,0.0351,6,0,0.0366,6,0,0.0348,7,0,0.0721,1,7,0.0347,8,0,0.0349,9,0
62685.0,51.0,0.1071,5,0,0.0351,6,0,0.0365,6,0,0.0347,7,0,0.072,1,7,0.0348,8,0,0.0347,11,0
62685.0,51.0,0.1071,5,0,0.0351,6,0,0.0366,6,0,0.0347,7,0,0.072,1,7,0.0348,8,0,0.0347,11,0
60760.0,50.0,0.1058,5,0,0.0351,6,0,0.0524,6,1,0.0347,7,0,0.072,1,7,0.0348,8,0,0.0347,9,0
60760.0,50.0,0.1058,5,0,0.0351,6,0,0.0524,6,1,0.0347,7,0,0.072,1,7,0.0348,8,0,0.0347,9,0
59710.0,49.0,0.1071,5,0,0.0351,6,0,0.0361,6,0,0.0347,7,0,0.072,1,7,0.0348,8,0,0.0347,9,0
59710.0,49.0,0.1071,5,0,0.0351,6,0,0.0366,6,0,0.0347,7,0,0.072,1,7,0.0348,8,0,0.0347,9,0
58240.0,48.0,0.1071,5,0,0.0351,6,0,0.0366,6,0,0.0347,7,0,0.072,1,7,0.0348,8,0,0.0347,8,0
57505.0,47.0,0.1148,0,0,0.0351,6,0,0.0365,6,0,0.0347,7,0,0.0719,2,6,0.0347,8,0,0.0358,12,0
55895.0,46.0,0.1819,0,0,0.0352,6,0,0.0366,6,0,0.0347,7,0,0.0722,1,7,0.0347,8,0,0.0349,11,0
55895.0,46.0,0.1819,0,0,0.0352,6,0,0.0367,6,0,0.0347,7,0,0.0722,1,7,0.0347,8,0,0.0349,11,0
54460.0,45.0,0.1387,0,0,0.0351,6,0,0.0366,6,0,0.0347,7,0,0.0709,1,7,0.0347,8,0,0.0347,10,0
54460.0,45.0,0.1387,0,0,0.0351,6,0,0.0364,6,0,0.0347,7,0,0.0709,1,7,0.0347,8,0,0.0347,10,0
52920.0,44.0,0.1071,0,0,0.0351,6,0,0.0366,6,0,0.0347,7,0,0.0718,1,7,0.0348,8,0,0.0347,9,0
52920.0,44.0,0.1699,0,0,0.0352,6,0,0.0367,6,0,0.0347,7,0,0.0718,1,7,0.0347,8,0,0.035,9,0
51450.0,43.0,0.1699,0,0,0.0352,6,0,0.0367,6,0,0.0347,7,0,0.0718,1,7,0.0347,8,0,0.035,8,0
51450.0,43.0,0.1699,0,0,0.0352,6,0,0.0367,6,0,0.0347,7,0,0.0718,1,7,0.0347,8,0,0.035,8,0
50120.0,42.0,0.1145,0,0,0.0351,6,0,0.0365,6,0,0.0347,7,0,0.0719,2,6,0.0348,8,0,0.0358,7,0
50120.0,42.0,0.1148,0,0,0.0351,6,0,0.0365,6,0,0.0347,7,0,0.0719,2,6,0.0348,8,0,0.0358,7,0
48125.0,41.0,0.1689,0,0,0.0352,6,0,0.0365,6,0,0.0347,7,0,0.0718,0,7,0.0348,8,0,0.035,7,0
48125.0,41.0,0.1689,0,0,0.0352,6,0,0.0365,6,0,0.0347,7,0,0.0718,0,7,0.0347,8,0,0.035,7,0
47145.0,40.0,0.1148,0,0,0.0351,6,0,0.0365,6,0,0.0347,7,0,0.0719,2,6,0.0348,8,0,0.0358,5,0
47145.0,40.0,0.1148,0,0,0.0351,6,0,0.0365,6,0,0.0347,7,0,0.0719,2,6,0.0348,8,0,0.0358,5,0
45500.0,39.0,0.1043,0,0,0.035,6,0,0.0365,6,0,0.0347,7,0,0.0719,1,7,0.0348,8,0,0.0347,4,0
45500.0,39.0,0.1044,0,0,0.035,6,0,0.0365,6,0,0.0347,7,0,0.0719,1,7,0.0348,8,0,0.0347,4,0
43855.0,38.0,0.1699,0,0,0.0352,6,0,0.0364,6,0,0.0347,7,0,0.0715,1,6,0.0347,8,0,0.0347,4,0
43855.0,38.0,0.1123,0,0,0.0351,6,0,0.0364,6,0,0.0347,7,0,0.0715,1,6,0.0347,8,0,0.0347,4,0
42455.0,37.0,0.1166,0,0,0.0351,6,0,0.0366,6,0,0.0347,7,0,0.0719,2,6,0.0348,8,0,0.0358,1,1
42455.0,37.0,0.1166,0,0,0.0351,6,0,0.0366,6,0,0.0347,7,0,0.0719,2,6,0.0348,8,0,0.0358,1,1
41230.0,36.0,0.1148,0,0,0.0351,6,0,0.0363,6,0,0.0347,7,0,0.0719,2,6,0.0348,8,0,0.0358,1,0
41230.0,36.0,0.1148,0,0,0.0351,6,0,0.0365,6,0,0.0347,7,0,0.0719,2,6,0.0348,8,0,0.0358,1,0
39760.0,35.0,0.1148,0,0,0.0351,6,0,0.0365,6,0,0.0347,7,0,0.0719,2,6,0.0347,8,0,0.0358,0,0
39760.0,35.0,0.1152,0,0,0.0351,6,0,0.0365,6,0,0.0347,7,0,0.0719,2,6,0.0348,8,0,0.0358,0,0
37940.0,34.0,0.1699,0,0,0.0351,6,0,0.0367,6,0,0.0347,7,0,0.0718,1,6,0.0348,8,0,0.0347,0,0
37940.0,34.0,0.1699,0,0,0.0352,6,0,0.0367,6,0,0.0347,7,0,0.0718,1,6,0.0348,8,0,0.0347,0,0
36435.0,33.0,0.1416,0,0,0.0351,6,0,0.0365,6,0,0.0347,7,0,0.072,2,4,0.0347,8,0,0.0432,0,0
36435.0,33.0,0.1393,0,0,0.0351,6,0,0.0365,6,0,0.0347,7,0,0.0721,2,4,0.0347,8,0,0.0432,0,0
34615.0,32.0,0.1416,0,0,0.0352,6,0,0.0366,6,0,0.0347,7,0,0.072,1,4,0.0347,8,0,0.0351,0,0
34615.0,32.0,0.1414,0,0,0.0351,6,0,0.0366,6,0,0.0347,7,0,0.072,1,4,0.0347,8,0,0.0432,0,0
32795.0,31.0,0.1419,0,0,0.0351,6,0,0.0366,6,0,0.0347,7,0,0.072,0,4,0.0347,8,0,0.0432,0,0
32795.0,31.0,0.1416,0,0,0.0351,6,0,0.0366,6,0,0.0347,7,0,0.0719,0,4,0.0347,8,0,0.0432,0,0
30800.0,30.0,0.1387,0,0,0.0351,6,0,0.0364,5,0,0.0347,7,0,0.0729,0,4,0.0348,8,0,0.0353,0,0
30800.0,30.0,0.1387,0,0,0.0351,6,0,0.0364,5,0,0.0347,7,0,0.0729,0,4,0.0348,8,0,0.0353,0,0
29820.0,29.0,0.1148,0,0,0.0351,6,0,0.0365,6,0,0.0347,7,0,0.0717,2,0,0.0348,8,0,0.0358,0,0
29820.0,29.0,0.1148,0,0,0.0351,6,0,0.0365,6,0,0.0347,7,0,0.0717,2,0,0.0347,8,0,0.0358,0,0
28000.0,28.0,0.1699,0,0,0.0352,6,0,0.0367,6,0,0.0347,7,0,0.0718,1,0,0.0348,8,0,0.0347,0,0
28000.0,28.0,0.1416,0,0,0.0351,6,0,0.0366,6,0,0.0347,7,0,0.0715,1,0,0.0347,8,0,0.0364,0,0
26180.0,27.0,0.1689,0,0,0.0351,6,0,0.0365,6,0,0.0347,7,0,0.0734,0,0,0.0348,8,0,0.0017,0,0
26180.0,27.0,0.1689,0,0,0.035,6,0,0.0366,6,0,0.0347,7,0,0.0733,0,0,0.0348,8,0,0.0017,0,0
24185.0,26.0,0.1396,0,0,0.0351,6,0,0.0364,5,0,0.0347,7,0,0.0729,0,0,0.0348,8,0,0.0471,0,0
24185.0,26.0,0.1387,0,0,0.0351,6,0,0.0364,5,0,0.0347,7,0,0.0729,0,0,0.0348,8,0,0.0456,0,0
22190.0,25.0,0.1376,0,0,0.0351,6,0,0.0366,5,0,0.0347,7,0,0.0718,0,0,0.0348,7,0,0.0462,0,0
22190.0,25.0,0.1376,0,0,0.0351,6,0,0.0366,5,0,0.0347,7,0,0.0718,0,0,0.0348,7,0,0.0462,0,0
20195.0,24.0,0.1376,0,0,0.0351,5,0,0.0366,5,0,0.0347,7,0,0.0718,0,0,0.0348,7,0,0.0462,0,0
20195.0,24.0,0.1376,0,0,0.0351,5,0,0.0366,5,0,0.0347,7,0,0.0718,0,0,0.0348,7,0,0.0462,0,0
18165.0,23.0,0.1371,0,0,0.0351,4,0,0.0365,5,0,0.0347,7,0,0.072,0,0,0.0348,7,0,0.0436,0,0
18165.0,23.0,0.1371,0,0,0.0351,4,0,0.0366,5,0,0.0347,7,0,0.072,0,0,0.0348,7,0,0.0436,0,0
16170.0,22.0,0.1394,0,0,0.0351,6,0,0.0366,1,0,0.0347,7,0,0.0732,0,0,0.0347,8,0,0.046,0,0
16170.0,22.0,0.1397,0,0,0.0351,6,0,0.0366,1,0,0.0347,7,0,0.0732,0,0,0.0347,8,0,0.046,0,0
14175.0,21.0,0.1393,0,0,0.0351,6,0,0.0366,0,0,0.0347,7,0,0.0732,0,0,0.0347,8,0,0.046,0,0
14175.0,21.0,0.1393,0,0,0.0352,6,0,0.0366,0,0,0.0347,7,0,0.0732,0,0,0.0347,8,0,0.046,0,0
12180.0,20.0,0.1379,0,0,0.0351,5,0,0.0377,0,0,0.0347,7,0,0.0718,0,0,0.0348,8,0,0.0351,0,0
12180.0,20.0,0.1379,0,0,0.0351,5,0,0.0377,0,0,0.0347,7,0,0.0718,0,0,0.0348,8,0,0.0351,0,0
10185.0,19.0,0.1379,0,0,0.0351,5,0,0.0377,0,0,0.0347,7,0,0.0718,0,0,0.0348,7,0,0.0351,0,0
10185.0,19.0,0.1073,0,0,0.0351,5,0,0.0365,0,0,0.0347,7,0,0.0733,0,0,0.0348,7,0,0.0347,0,0
8155.0,18.0,0.1395,0,0,0.0352,4,0,0.0366,0,0,0.0347,7,0,0.0736,0,0,0.0348,7,0,0.0346,0,0
8155.0,18.0,0.1396,0,0,0.0351,4,0,0.0366,0,0,0.0347,7,0,0.0736,0,0,0.0348,7,0,0.0346,0,0
6125.0,17.0,0.1385,0,0,0.0351,4,0,0.0379,0,0,0.035,6,0,0.0732,0,0,0.0348,7,0,0.001,0,0
6125.0,17.0,0.1385,0,0,0.0351,4,0,0.0379,0,0,0.035,6,0,0.0732,0,0,0.0348,7,0,0.001,0,0
4130.0,16.0,0.1382,0,0,0.0351,5,0,0.0379,1,0,0.0352,2,0,0.0732,0,0,0.0348,8,0,0.0016,0,0
4130.0,16.0,0.1395,0,0,0.0351,6,0,0.0365,0,0,0.0353,2,0,0.0718,0,0,0.0348,8,0,0.0033,0,0
2135.0,15.0,0.1382,0,0,0.0351,5,0,0.0365,0,0,0.0353,2,0,0.0718,0,0,0.0348,8,0,0.0033,0,0
2135.0,15.0,0.1394,0,0,0.0351,6,0,0.0526,0,0,0.0347,7,0,0.0682,0,0,0.0348,2,0,0.0432,0,0
140.0,14.0,0.1073,0,0,0.0351,5,0,0.0365,0,0,0.0347,2,0,0.0719,0,0,0.0348,7,0,0.0347,0,0
140.0,14.0,0.1073,0,0,0.035,5,0,0.0366,0,0,0.0347,2,0,0.0719,0,0,0.0348,7,0,0.0347,0,0
-1890.0,13.0,0.1692,0,0,0.0351,5,0,0.0529,0,0,0.0347,0,0,0.072,0,0,0.0347,8,0,0.0434,0,0
-1890.0,13.0,0.108,0,0,0.0351,5,0,0.037,1,0,0.0347,0,0,0.0731,0,0,0.0347,7,0,0.0352,0,0
-3885.0,12.0,0.108,0,0,0.0351,5,0,0.0527,0,0,0.0347,0,0,0.0731,0,0,0.0348,7,0,0.0352,0,0
-3885.0,12.0,0.108,0,0,0.0351,5,0,0.037,0,0,0.0347,0,0,0.0731,0,0,0.0347,7,0,0.0352,0,0
-5915.0,11.0,0.1382,0,0,0.0352,4,0,0.0527,0,0,0.0347,0,0,0.0721,0,0,0.0347,7,0,0.035,0,0
-5915.0,11.0,0.1382,0,0,0.0351,5,0,0.0379,1,0,0.0352,2,0,0.0732,0,0,0.0348,3,0,0.0016,0,0
-7910.0,10.0,0.1382,0,0,0.0351,5,0,0.0374,1,0,0.0352,2,0,0.0732,0,0,0.0348,2,0,0.0016,0,0
-7910.0,10.0,0.1382,0,0,0.0351,5,0,0.0374,1,0,0.0352,2,0,0.0717,0,0,0.0348,2,0,0.0016,0,0
-9905.0,9.0,0.1394,0,0,0.0352,5,0,0.0379,0,0,0.0352,2,0,0.0738,0,0,0.0347,2,0,0.0475,0,0
-9905.0,9.0,0.1387,0,0,0.0352,5,0,0.0379,0,0,0.0352,2,0,0.0728,0,0,0.0347,2,0,0.0467,0,0
-11935.0,8.0,0.1394,0,0,0.0351,6,0,0.0526,0,0,0.0347,0,0,0.0732,0,0,0.0348,2,0,0.0432,0,0
-11935.0,8.0,0.1394,0,0,0.0351,6,0,0.0526,0,0,0.0347,0,0,0.0731,0,0,0.0348,2,0,0.0432,0,0
-13930.0,7.0,0.137,0,0,0.0351,5,0,0.036,0,0,0.0347,0,0,0.0732,0,0,0.0348,2,0,0.0353,0,0
-13930.0,7.0,0.1368,0,0,0.0351,5,0,0.036,0,0,0.0347,0,0,0.0732,0,0,0.0348,2,0,0.0353,0,0
-15960.0,6.0,0.1263,0,0,0.0351,5,0,0.0364,0,0,0.0347,0,0,0.073,0,0,0.0347,1,0,0.0424,0,0
-15960.0,6.0,0.1394,0,0,0.0351,5,0,0.0364,0,0,0.0347,0,0,0.073,0,0,0.0347,1,0,0.0424,0,0
-17990.0,5.0,0.1376,0,0,0.0351,4,0,0.037,0,0,0.0347,0,0,0.0717,0,0,0.0347,1,0,0.043,0,0
-17990.0,5.0,0.1376,0,0,0.0351,4,0,0.0527,0,0,0.0347,0,0,0.0717,0,0,0.0348,1,0,0.043,0,0
